,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,SkillMoves,Work Rate,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,League,Speciality
1319,F. Viviani,26,Italy,76,79,SPAL,€9.5M,€15K,Right,1.0,4.0,3.0,Medium/ Medium,CM,77.0,"Jul 1, 2018",Not on loan,2020,5'11,165lbs,72.0,59.0,60.0,79.0,68.0,78.0,74.0,80.0,77.0,78.0,71.0,69.0,76.0,70.0,77.0,80.0,68.0,75.0,69.0,78.0,60.0,70.0,63.0,76.0,68.0,67.0,64.0,69.0,68.0,5.0,13.0,14.0,8.0,13.0,€17.8M,SERIE A TIM,No Speciality
1320,M. de Roon,27,Netherlands,76,76,Atalanta,€8M,€26K,Right,2.0,3.0,3.0,Medium/ Medium,RDM,18.0,"Aug 11, 2017",Not on loan,2022,6'1,168lbs,64.0,60.0,70.0,76.0,62.0,68.0,57.0,43.0,74.0,74.0,68.0,68.0,62.0,79.0,70.0,74.0,79.0,90.0,75.0,68.0,79.0,81.0,69.0,72.0,60.0,76.0,79.0,78.0,76.0,14.0,15.0,7.0,12.0,12.0,€13.6M,SERIE A TIM,No Speciality
1321,Rubén Duarte,22,Spain,76,81,Deportivo Alavés,€8.5M,€18K,Left,1.0,2.0,2.0,Medium/ Medium,LB,3.0,"Jul 1, 2017",Not on loan,2020,5'11,165lbs,76.0,28.0,74.0,77.0,30.0,62.0,57.0,60.0,55.0,73.0,71.0,72.0,66.0,71.0,69.0,50.0,60.0,74.0,71.0,30.0,70.0,69.0,48.0,31.0,40.0,64.0,77.0,79.0,80.0,10.0,12.0,14.0,11.0,9.0,€18.5M,LALIGA SANTANDER,No Speciality
1322,Y. Ōsako,28,Japan,76,76,SV Werder Bremen,€8M,€30K,Right,1.0,4.0,3.0,Medium/ Medium,CF,8.0,"Jul 1, 2018",Not on loan,2022,6'0,157lbs,42.0,72.0,73.0,74.0,73.0,78.0,71.0,53.0,59.0,76.0,77.0,76.0,78.0,78.0,78.0,70.0,81.0,71.0,64.0,69.0,65.0,31.0,77.0,78.0,68.0,77.0,53.0,39.0,32.0,14.0,9.0,6.0,6.0,16.0,€13.6M,BUNDESLIGA,No Speciality
1323,Gil,31,Brazil,76,76,Shandong Luneng TaiShan FC,€5M,€18K,Right,2.0,3.0,2.0,Medium/ Medium,LCB,4.0,"Jan 20, 2016",Not on loan,2021,6'4,192lbs,47.0,28.0,76.0,66.0,23.0,51.0,39.0,34.0,67.0,60.0,55.0,49.0,40.0,75.0,36.0,69.0,63.0,82.0,89.0,41.0,81.0,78.0,50.0,64.0,42.0,71.0,74.0,75.0,74.0,9.0,11.0,6.0,11.0,14.0,€10.8M,0,Strength
1324,A. Ruiz,24,Argentina,76,79,Club Atlético Colón,€10M,€13K,Left,2.0,2.0,4.0,Medium/ Low,CF,10.0,N/A,Sporting CP,"Dec 31, 2018",6'0,170lbs,78.0,72.0,63.0,78.0,82.0,84.0,75.0,74.0,81.0,81.0,61.0,58.0,74.0,71.0,72.0,86.0,54.0,70.0,78.0,84.0,59.0,30.0,72.0,77.0,69.0,80.0,29.0,33.0,31.0,7.0,7.0,16.0,13.0,16.0,No Release Clause,0,No Speciality
1325,P. van Aanholt,27,Netherlands,76,76,Crystal Palace,€6.5M,€44K,Left,1.0,4.0,3.0,High/ Low,LB,21.0,"Jan 30, 2017",Not on loan,2021,5'9,148lbs,65.0,66.0,61.0,72.0,58.0,76.0,64.0,68.0,74.0,76.0,88.0,89.0,78.0,71.0,77.0,75.0,90.0,83.0,65.0,69.0,75.0,69.0,75.0,68.0,46.0,67.0,72.0,75.0,76.0,9.0,15.0,7.0,8.0,6.0,€12.4M,PREMIER LEAGUE,No Speciality
1326,S. Meïté,24,France,76,79,Torino,€8M,€31K,Right,1.0,3.0,3.0,Medium/ Medium,LCM,23.0,"Jul 10, 2018",Not on loan,2023,6'2,176lbs,67.0,48.0,75.0,77.0,44.0,73.0,47.0,48.0,74.0,78.0,67.0,67.0,67.0,74.0,54.0,75.0,74.0,81.0,86.0,77.0,77.0,73.0,74.0,70.0,51.0,75.0,69.0,75.0,71.0,13.0,7.0,7.0,13.0,11.0,€14.2M,SERIE A TIM,No Speciality
1327,K. Dolberg,20,Denmark,76,85,Ajax,€12M,€15K,Right,2.0,4.0,3.0,Medium/ Low,ST,12.0,"Jul 1, 2015",Not on loan,2022,6'2,183lbs,42.0,76.0,70.0,69.0,74.0,75.0,67.0,70.0,54.0,78.0,72.0,77.0,75.0,72.0,67.0,87.0,71.0,70.0,76.0,77.0,38.0,21.0,72.0,69.0,75.0,77.0,28.0,24.0,19.0,7.0,15.0,13.0,9.0,7.0,€19.2M,EREDIVISIE,No Speciality
1328,Juli Freitinho,30,Brazil,76,76,Bahia,€5.5M,€13K,Right,1.0,3.0,2.0,Medium/ High,RCB,3.0,"Jan 1, 2018",Not on loan,2021,6'4,201lbs,54.0,44.0,77.0,73.0,35.0,51.0,52.0,50.0,43.0,63.0,41.0,51.0,32.0,65.0,38.0,46.0,58.0,57.0,91.0,45.0,82.0,66.0,67.0,42.0,63.0,71.0,82.0,74.0,75.0,11.0,15.0,14.0,13.0,12.0,€10.5M,LIGA DO BRASIL,Strength
1329,L. Vietto,24,Argentina,76,80,Fulham,€10M,€42K,Right,1.0,3.0,4.0,High/ Medium,ST,19.0,N/A,Atlético Madrid,"Jun 30, 2019",5'8,154lbs,66.0,73.0,68.0,72.0,76.0,78.0,76.0,70.0,59.0,82.0,79.0,76.0,76.0,76.0,83.0,71.0,74.0,66.0,57.0,73.0,63.0,35.0,82.0,73.0,69.0,71.0,47.0,40.0,32.0,14.0,14.0,8.0,8.0,12.0,No Release Clause,PREMIER LEAGUE,No Speciality
1330,A. Izzo,26,Italy,76,81,Torino,€8.5M,€36K,Right,1.0,4.0,2.0,Medium/ Medium,RCB,5.0,"Jul 4, 2018",Not on loan,2023,6'0,172lbs,35.0,19.0,74.0,60.0,20.0,53.0,26.0,26.0,57.0,67.0,68.0,68.0,65.0,76.0,60.0,50.0,72.0,63.0,73.0,44.0,78.0,78.0,16.0,33.0,37.0,76.0,77.0,79.0,78.0,12.0,6.0,10.0,11.0,12.0,€15.1M,SERIE A TIM,No Speciality
1331,A. Paloschi,28,Italy,76,76,SPAL,€8M,€17K,Right,2.0,4.0,3.0,High/ Low,ST,43.0,"Jul 1, 2018",Not on loan,2021,6'0,176lbs,52.0,80.0,76.0,68.0,75.0,69.0,70.0,47.0,42.0,76.0,77.0,69.0,78.0,74.0,70.0,74.0,90.0,69.0,76.0,41.0,83.0,21.0,81.0,59.0,80.0,80.0,31.0,16.0,16.0,15.0,15.0,10.0,13.0,5.0,€14.4M,SERIE A TIM,No Speciality
1332,G. Gönül,33,Turkey,76,76,Beşiktaş JK,€3M,€40K,Right,2.0,3.0,3.0,High/ Medium,RB,77.0,"Jul 1, 2016",Not on loan,2020,5'9,165lbs,77.0,58.0,60.0,74.0,57.0,78.0,65.0,48.0,68.0,75.0,76.0,78.0,78.0,79.0,80.0,70.0,78.0,77.0,65.0,65.0,74.0,75.0,76.0,72.0,67.0,78.0,74.0,78.0,73.0,8.0,13.0,10.0,13.0,10.0,€5.6M,SÜPER LIG,No Speciality
1333,Llorente,33,Spain,76,76,Tottenham Hotspur,€4.8M,€76K,Right,3.0,3.0,3.0,Medium/ Medium,ST,18.0,"Aug 31, 2017",Not on loan,2019,6'4,203lbs,44.0,79.0,90.0,73.0,81.0,67.0,57.0,40.0,49.0,80.0,29.0,32.0,33.0,80.0,30.0,79.0,55.0,44.0,86.0,64.0,71.0,25.0,84.0,70.0,70.0,82.0,34.0,25.0,15.0,2.0,2.0,3.0,4.0,2.0,€8.9M,PREMIER LEAGUE,No Speciality
1334,J. Morel,34,Madagascar,76,76,Olympique Lyonnais,€2.3M,€48K,Left,2.0,2.0,2.0,Medium/ High,CB,15.0,"Jul 1, 2015",Not on loan,2019,5'9,172lbs,58.0,36.0,74.0,73.0,40.0,56.0,61.0,50.0,70.0,65.0,69.0,70.0,65.0,72.0,77.0,62.0,83.0,79.0,77.0,41.0,82.0,75.0,56.0,55.0,53.0,69.0,76.0,74.0,78.0,12.0,8.0,11.0,11.0,11.0,€4.4M,LIGUE 1 CONFORAMA,No Speciality
1335,G. Kakuta,27,DR Congo,76,76,Rayo Vallecano,€8M,€20K,Left,2.0,3.0,4.0,Medium/ Medium,LM,10.0,"Jul 13, 2018",Not on loan,2022,5'8,141lbs,79.0,71.0,67.0,74.0,62.0,79.0,77.0,78.0,66.0,80.0,83.0,75.0,86.0,73.0,85.0,77.0,81.0,66.0,65.0,65.0,42.0,46.0,70.0,75.0,51.0,74.0,30.0,41.0,25.0,7.0,12.0,7.0,14.0,13.0,€17.6M,LALIGA SANTANDER,No Speciality
1336,João Pedro,26,Brazil,76,79,Cagliari,€9.5M,€30K,Right,1.0,4.0,4.0,High/ Low,LS,10.0,"Sep 1, 2014",Not on loan,2022,6'0,161lbs,69.0,75.0,61.0,77.0,72.0,75.0,70.0,57.0,69.0,75.0,75.0,76.0,73.0,76.0,61.0,75.0,73.0,75.0,64.0,73.0,76.0,42.0,79.0,75.0,72.0,72.0,30.0,44.0,28.0,14.0,16.0,7.0,11.0,12.0,€16.9M,SERIE A TIM,No Speciality
1337,S. García,29,Argentina,76,76,Deportivo Toluca,€6M,€23K,Left,2.0,3.0,2.0,High/ Medium,LB,3.0,"Jul 1, 2017",Not on loan,2022,6'3,176lbs,71.0,49.0,78.0,68.0,40.0,70.0,64.0,46.0,65.0,67.0,34.0,70.0,54.0,70.0,50.0,64.0,72.0,78.0,78.0,49.0,88.0,75.0,62.0,55.0,67.0,70.0,77.0,73.0,75.0,16.0,12.0,16.0,6.0,9.0,€10.2M,0,No Speciality
1338,Eltildo Correia,26,Brazil,76,76,Atlético Mineiro,€6.5M,€30K,Right,1.0,3.0,2.0,Medium/ Medium,RCB,3.0,"Jan 1, 2018",Not on loan,2018,6'2,172lbs,61.0,41.0,73.0,67.0,52.0,45.0,54.0,48.0,75.0,55.0,52.0,63.0,38.0,77.0,37.0,71.0,81.0,68.0,83.0,45.0,80.0,72.0,42.0,44.0,77.0,75.0,79.0,75.0,77.0,7.0,15.0,13.0,7.0,11.0,€12.4M,LIGA DO BRASIL,No Speciality
1339,Kenedy,22,Brazil,76,84,Newcastle United,€11.5M,€71K,Left,1.0,2.0,4.0,High/ High,LM,15.0,N/A,Chelsea,"Jun 30, 2019",6'0,170lbs,77.0,65.0,66.0,72.0,55.0,83.0,77.0,54.0,66.0,78.0,79.0,80.0,83.0,74.0,68.0,75.0,68.0,72.0,67.0,66.0,42.0,56.0,74.0,72.0,67.0,76.0,57.0,57.0,52.0,11.0,15.0,11.0,15.0,12.0,No Release Clause,PREMIER LEAGUE,No Speciality
1340,M. Moralez,31,Argentina,76,76,New York City FC,€7M,€9K,Right,2.0,4.0,4.0,High/ High,LCM,10.0,"Feb 15, 2017",Not on loan,2018,5'2,123lbs,74.0,72.0,56.0,74.0,70.0,77.0,76.0,70.0,72.0,76.0,84.0,68.0,83.0,74.0,78.0,69.0,32.0,73.0,33.0,70.0,65.0,45.0,74.0,77.0,74.0,76.0,48.0,58.0,51.0,6.0,5.0,14.0,14.0,9.0,€10.5M,MLS,No Speciality
1341,N. Vukčević,26,Montenegro,76,79,Levante UD,€8M,€21K,Left,1.0,3.0,3.0,Medium/ High,CDM,17.0,"Aug 9, 2018",Not on loan,2022,6'0,168lbs,52.0,38.0,68.0,77.0,48.0,71.0,58.0,62.0,70.0,74.0,64.0,56.0,61.0,73.0,60.0,69.0,87.0,76.0,75.0,61.0,85.0,80.0,60.0,67.0,53.0,76.0,75.0,75.0,70.0,12.0,13.0,12.0,15.0,15.0,€17.4M,LALIGA SANTANDER,No Speciality
1342,F. Borini,27,Italy,76,76,Milan,€8M,€76K,Right,2.0,3.0,4.0,High/ Medium,LW,11.0,"Jul 1, 2018",Not on loan,2021,5'11,163lbs,74.0,72.0,74.0,76.0,75.0,78.0,72.0,61.0,62.0,79.0,77.0,75.0,78.0,77.0,67.0,76.0,71.0,77.0,68.0,72.0,72.0,30.0,78.0,72.0,78.0,76.0,68.0,30.0,26.0,11.0,6.0,8.0,12.0,6.0,€13.6M,SERIE A TIM,No Speciality
1343,I. Sarr,20,Senegal,76,87,Stade Rennais FC,€13.5M,€22K,Right,1.0,1.0,4.0,High/ Medium,RM,7.0,"Jul 26, 2017",Not on loan,2021,6'1,168lbs,68.0,69.0,44.0,69.0,68.0,79.0,66.0,55.0,59.0,77.0,94.0,93.0,79.0,72.0,74.0,75.0,48.0,72.0,66.0,66.0,53.0,17.0,71.0,69.0,58.0,75.0,25.0,16.0,21.0,14.0,13.0,7.0,6.0,9.0,€28.4M,LIGUE 1 CONFORAMA,Speedster
1344,C. Clark,28,Republic of Ireland,76,77,Newcastle United,€7M,€42K,Left,2.0,2.0,2.0,Medium/ Medium,CB,2.0,"Aug 3, 2016",Not on loan,2021,6'1,194lbs,39.0,43.0,79.0,61.0,55.0,50.0,50.0,36.0,60.0,58.0,52.0,59.0,54.0,68.0,50.0,71.0,71.0,63.0,76.0,54.0,82.0,75.0,47.0,51.0,55.0,68.0,75.0,77.0,79.0,14.0,7.0,12.0,14.0,12.0,€13.8M,PREMIER LEAGUE,No Speciality
1345,Mata,29,Spain,76,76,Getafe CF,€7.5M,€25K,Right,1.0,3.0,3.0,High/ Medium,LS,7.0,"Jul 2, 2018",Not on loan,2021,6'2,172lbs,62.0,81.0,72.0,61.0,69.0,70.0,55.0,48.0,49.0,72.0,72.0,76.0,66.0,72.0,36.0,76.0,64.0,76.0,81.0,71.0,73.0,19.0,81.0,56.0,76.0,70.0,29.0,28.0,29.0,12.0,8.0,10.0,6.0,12.0,€15.8M,LALIGA SANTANDER,No Speciality
1346,M. Albrighton,28,England,76,76,Leicester City,€8M,€60K,Right,2.0,3.0,3.0,High/ High,RM,11.0,"Jul 1, 2014",Not on loan,2020,5'9,163lbs,86.0,67.0,42.0,68.0,71.0,77.0,83.0,73.0,78.0,77.0,77.0,73.0,75.0,71.0,79.0,72.0,61.0,83.0,61.0,67.0,73.0,56.0,71.0,76.0,60.0,70.0,70.0,52.0,45.0,15.0,9.0,8.0,15.0,14.0,€15.2M,PREMIER LEAGUE,No Speciality
1347,A. Gray,27,England,76,77,Watford,€9M,€53K,Right,1.0,3.0,3.0,High/ Medium,ST,18.0,"Aug 9, 2017",Not on loan,2022,5'11,172lbs,61.0,75.0,65.0,67.0,69.0,72.0,57.0,44.0,54.0,72.0,87.0,87.0,75.0,75.0,74.0,80.0,72.0,72.0,75.0,65.0,70.0,33.0,78.0,67.0,74.0,71.0,27.0,23.0,20.0,11.0,16.0,11.0,9.0,14.0,€17.8M,PREMIER LEAGUE,No Speciality
1348,F. Guarín,32,Colombia,76,76,Shanghai Greenland Shenhua FC,€6M,€16K,Right,3.0,4.0,4.0,High/ Medium,LDM,13.0,"Jan 27, 2016",Not on loan,2019,6'0,176lbs,70.0,70.0,63.0,74.0,67.0,75.0,68.0,84.0,76.0,78.0,68.0,63.0,65.0,70.0,77.0,93.0,70.0,79.0,90.0,84.0,77.0,68.0,70.0,75.0,76.0,76.0,60.0,66.0,60.0,12.0,13.0,13.0,15.0,13.0,€12.9M,CSL,No Speciality
1349,Yoel,29,Spain,76,76,Real Valladolid CF,€5M,€18K,Right,2.0,3.0,1.0,Medium/ Medium,GK,13.0,N/A,SD Eibar,"Jun 30, 2019",6'1,172lbs,24.0,14.0,10.0,31.0,19.0,13.0,25.0,15.0,35.0,14.0,35.0,43.0,40.0,72.0,47.0,23.0,65.0,34.0,70.0,11.0,35.0,19.0,13.0,45.0,25.0,57.0,19.0,15.0,11.0,75.0,77.0,76.0,74.0,76.0,No Release Clause,LALIGA SANTANDER,Goalkeeper
1350,J. Cuadrado,33,Colombia,76,76,Once Caldas,€3.9M,€3K,Right,1.0,3.0,1.0,Medium/ Medium,GK,12.0,"Jul 1, 2013",Not on loan,2019,5'11,176lbs,13.0,12.0,19.0,32.0,14.0,22.0,13.0,34.0,32.0,31.0,42.0,50.0,62.0,72.0,50.0,24.0,69.0,33.0,54.0,20.0,24.0,24.0,16.0,62.0,23.0,57.0,22.0,15.0,18.0,78.0,72.0,78.0,72.0,78.0,€5.3M,LIGA DIMAYOR,Goalkeeper
1351,S. Widmer,25,Switzerland,76,78,FC Basel 1893,€7.5M,€23K,Right,2.0,3.0,3.0,Medium/ Medium,RB,5.0,"Jul 12, 2018",Not on loan,2022,6'0,174lbs,79.0,58.0,70.0,76.0,48.0,77.0,68.0,56.0,72.0,76.0,77.0,82.0,76.0,74.0,65.0,76.0,81.0,87.0,78.0,68.0,66.0,70.0,69.0,66.0,58.0,72.0,73.0,73.0,72.0,10.0,8.0,7.0,5.0,14.0,€11.8M,RAIFFEISEN SUPER LEAGUE,No Speciality
1352,B. Dzsudzsák,31,Hungary,76,76,Free Agent,€0,€0,Left,3.0,4.0,4.0,Medium/ Medium,RW,7.0,N/A,Not on loan,Free Agent,5'10,159lbs,83.0,72.0,42.0,73.0,73.0,76.0,83.0,84.0,72.0,74.0,76.0,74.0,84.0,73.0,73.0,83.0,62.0,71.0,61.0,81.0,53.0,35.0,71.0,81.0,85.0,77.0,42.0,21.0,20.0,10.0,7.0,14.0,7.0,10.0,No Release Clause,0,No Speciality
1353,P. Mantalos,26,Greece,76,77,AEK Athens,€9M,€1K,Right,1.0,4.0,3.0,High/ Medium,RM,20.0,"Jul 1, 2014",Not on loan,2022,5'9,161lbs,73.0,66.0,51.0,78.0,67.0,79.0,68.0,71.0,75.0,80.0,74.0,72.0,78.0,65.0,78.0,74.0,60.0,70.0,55.0,72.0,63.0,50.0,73.0,74.0,62.0,77.0,55.0,48.0,38.0,8.0,14.0,7.0,10.0,12.0,€20.5M,REST OF WORLD,No Speciality
1354,S. Proto,35,Belgium,76,76,Lazio,€1.8M,€20K,Right,2.0,2.0,1.0,Medium/ Medium,GK,24.0,"Jul 4, 2018",Not on loan,2021,6'0,163lbs,17.0,14.0,14.0,33.0,17.0,11.0,11.0,17.0,37.0,32.0,48.0,46.0,58.0,70.0,61.0,37.0,75.0,27.0,61.0,15.0,28.0,23.0,18.0,58.0,25.0,58.0,20.0,11.0,17.0,75.0,73.0,73.0,78.0,77.0,€3.1M,SERIE A TIM,Goalkeeper
1355,A. Mehmedi,27,Switzerland,76,76,VfL Wolfsburg,€8M,€40K,Right,2.0,3.0,3.0,Medium/ Medium,CAM,14.0,"Jan 31, 2018",Not on loan,2022,6'0,172lbs,74.0,74.0,60.0,74.0,77.0,78.0,73.0,62.0,58.0,77.0,74.0,72.0,77.0,77.0,76.0,81.0,64.0,71.0,68.0,74.0,68.0,42.0,79.0,74.0,69.0,71.0,43.0,40.0,36.0,13.0,14.0,8.0,15.0,16.0,€13.6M,BUNDESLIGA,No Speciality
1356,Pablo,27,Brazil,76,77,FC Girondins de Bordeaux,€7.5M,€34K,Right,1.0,2.0,2.0,Medium/ Medium,LCB,25.0,"Aug 31, 2015",Not on loan,2021,6'2,190lbs,30.0,49.0,75.0,57.0,52.0,56.0,44.0,50.0,51.0,59.0,54.0,65.0,69.0,75.0,54.0,68.0,72.0,68.0,81.0,43.0,81.0,78.0,40.0,49.0,57.0,66.0,77.0,78.0,72.0,15.0,13.0,10.0,11.0,11.0,€14.8M,LIGUE 1 CONFORAMA,No Speciality
1357,I. Slimani,30,Algeria,76,76,Fenerbahçe SK,€7.5M,€62K,Right,3.0,3.0,2.0,High/ High,ST,31.0,N/A,Leicester City,"Jun 30, 2019",6'2,183lbs,58.0,75.0,83.0,72.0,76.0,70.0,73.0,47.0,61.0,71.0,53.0,58.0,58.0,76.0,55.0,78.0,82.0,72.0,82.0,71.0,86.0,50.0,80.0,72.0,74.0,76.0,36.0,48.0,24.0,10.0,9.0,6.0,15.0,11.0,No Release Clause,SÜPER LIG,No Speciality
1358,C. Erkin,29,Turkey,76,76,Beşiktaş JK,€6M,€41K,Left,2.0,2.0,4.0,High/ Medium,LB,88.0,"Jul 1, 2017",Not on loan,2020,5'11,159lbs,80.0,67.0,62.0,74.0,76.0,80.0,84.0,84.0,74.0,79.0,78.0,79.0,77.0,78.0,70.0,82.0,79.0,85.0,66.0,80.0,88.0,70.0,79.0,72.0,74.0,77.0,66.0,73.0,73.0,11.0,12.0,10.0,7.0,13.0,€11.4M,SÜPER LIG,No Speciality
1359,D. Chygrynskyi,31,Ukraine,76,76,AEK Athens,€5M,€1K,Right,2.0,3.0,2.0,Medium/ Medium,LCB,19.0,"Jul 1, 2016",Not on loan,2020,6'2,187lbs,40.0,32.0,76.0,69.0,32.0,35.0,43.0,48.0,72.0,58.0,48.0,52.0,40.0,68.0,42.0,53.0,55.0,66.0,87.0,42.0,76.0,74.0,36.0,59.0,38.0,67.0,75.0,80.0,75.0,7.0,11.0,6.0,7.0,10.0,€11M,REST OF WORLD,Strength
1360,Beto,36,Portugal,76,76,Göztepe SK,€1M,€12K,Right,2.0,3.0,1.0,Medium/ Medium,GK,22.0,"Jul 31, 2017",Not on loan,2020,6'0,179lbs,17.0,12.0,22.0,36.0,17.0,14.0,23.0,10.0,32.0,18.0,47.0,34.0,69.0,74.0,35.0,25.0,67.0,40.0,52.0,12.0,29.0,12.0,12.0,47.0,23.0,68.0,17.0,19.0,10.0,79.0,69.0,79.0,75.0,75.0,€2.1M,0,Goalkeeper
1361,A. Samaris,29,Greece,76,76,SL Benfica,€6M,€12K,Right,2.0,3.0,2.0,Medium/ High,CDM,22.0,"Aug 22, 2014",Not on loan,2019,6'2,185lbs,63.0,59.0,76.0,76.0,55.0,71.0,66.0,73.0,69.0,74.0,59.0,58.0,56.0,73.0,58.0,77.0,75.0,54.0,86.0,72.0,92.0,79.0,65.0,66.0,66.0,68.0,74.0,77.0,73.0,11.0,11.0,8.0,7.0,12.0,€12M,LIGA NOS,No Speciality
1362,G. Lapadula,28,Italy,76,76,Genoa,€8M,€20K,Left,2.0,3.0,3.0,High/ Medium,ST,10.0,"Jul 1, 2018",Not on loan,2022,5'10,152lbs,50.0,80.0,78.0,68.0,76.0,75.0,68.0,69.0,34.0,77.0,79.0,78.0,85.0,72.0,78.0,70.0,77.0,69.0,61.0,58.0,78.0,19.0,79.0,61.0,72.0,72.0,21.0,15.0,18.0,9.0,15.0,15.0,11.0,12.0,€13.6M,SERIE A TIM,No Speciality
1363,Dênildo Stein,30,Brazil,76,76,Cruzeiro,€7.5M,€30K,Left,1.0,3.0,3.0,High/ Medium,ST,11.0,"Jan 1, 2018",Not on loan,2018,5'11,157lbs,61.0,78.0,77.0,62.0,77.0,76.0,62.0,63.0,55.0,75.0,73.0,78.0,62.0,79.0,56.0,76.0,55.0,61.0,69.0,73.0,57.0,34.0,72.0,65.0,64.0,65.0,22.0,23.0,22.0,8.0,14.0,12.0,16.0,12.0,€14.3M,LIGA DO BRASIL,No Speciality
1364,S. Padt,28,Netherlands,76,78,FC Groningen,€6.5M,€8K,Right,1.0,3.0,1.0,Medium/ Medium,GK,1.0,"Jul 1, 2014",Not on loan,2021,6'6,187lbs,18.0,16.0,20.0,32.0,13.0,19.0,18.0,19.0,52.0,33.0,41.0,35.0,31.0,74.0,44.0,39.0,63.0,30.0,69.0,19.0,26.0,13.0,10.0,39.0,25.0,57.0,11.0,13.0,14.0,78.0,73.0,67.0,74.0,77.0,€9.9M,EREDIVISIE,Goalkeeper
1365,S. Taïder,26,Algeria,76,76,Montreal Impact,€8M,€30K,Right,2.0,3.0,4.0,High/ Medium,LCM,8.0,N/A,Bologna,"Dec 31, 2019",5'11,172lbs,68.0,65.0,64.0,80.0,68.0,75.0,70.0,66.0,74.0,77.0,73.0,76.0,74.0,75.0,75.0,81.0,67.0,84.0,74.0,74.0,81.0,67.0,69.0,74.0,68.0,74.0,69.0,71.0,67.0,14.0,7.0,12.0,9.0,16.0,No Release Clause,MLS,No Speciality
1366,F. Klaus,25,Germany,76,77,VfL Wolfsburg,€9M,€38K,Right,1.0,3.0,3.0,Medium/ Medium,RM,11.0,"Jul 1, 2018",Not on loan,2022,5'11,174lbs,71.0,69.0,45.0,73.0,60.0,78.0,69.0,69.0,62.0,76.0,85.0,79.0,76.0,73.0,78.0,74.0,67.0,89.0,68.0,64.0,63.0,34.0,72.0,66.0,62.0,68.0,42.0,33.0,29.0,7.0,6.0,13.0,6.0,8.0,€16M,BUNDESLIGA,No Speciality
1367,H. Nordtveit,28,Norway,76,77,TSG 1899 Hoffenheim,€7M,€31K,Right,2.0,3.0,2.0,Medium/ Medium,RCB,6.0,"Jul 1, 2017",Not on loan,2022,6'2,183lbs,66.0,40.0,77.0,73.0,38.0,64.0,64.0,66.0,77.0,71.0,48.0,62.0,61.0,76.0,58.0,72.0,68.0,73.0,78.0,66.0,77.0,74.0,57.0,70.0,56.0,71.0,75.0,77.0,76.0,14.0,8.0,9.0,13.0,10.0,€12.4M,BUNDESLIGA,No Speciality
1368,L. Zuffi,28,Switzerland,76,77,FC Basel 1893,€7M,€25K,Left,1.0,4.0,3.0,High/ High,CAM,7.0,"Jun 18, 2014",Not on loan,2021,5'11,154lbs,81.0,72.0,61.0,84.0,65.0,73.0,79.0,77.0,82.0,77.0,67.0,66.0,73.0,66.0,77.0,75.0,71.0,78.0,73.0,77.0,63.0,72.0,68.0,82.0,61.0,69.0,77.0,72.0,70.0,7.0,13.0,15.0,16.0,7.0,€11M,RAIFFEISEN SUPER LEAGUE,No Speciality
1369,Emilio Piodão,26,Brazil,76,76,Bahia,€6.5M,€13K,Right,1.0,2.0,2.0,Medium/ Medium,RDM,6.0,"Jan 1, 2018",Not on loan,2021,5'10,172lbs,59.0,58.0,68.0,74.0,60.0,67.0,82.0,49.0,77.0,73.0,77.0,72.0,74.0,71.0,73.0,73.0,91.0,81.0,73.0,71.0,81.0,76.0,62.0,64.0,61.0,66.0,74.0,76.0,68.0,13.0,12.0,15.0,8.0,15.0,€12.4M,LIGA DO BRASIL,No Speciality
1370,S. Zuber,26,Switzerland,76,77,TSG 1899 Hoffenheim,€7.5M,€29K,Right,1.0,4.0,3.0,High/ High,LM,14.0,"Aug 14, 2014",Not on loan,2020,6'0,174lbs,74.0,63.0,72.0,74.0,57.0,78.0,78.0,66.0,61.0,77.0,78.0,79.0,74.0,75.0,67.0,80.0,65.0,79.0,77.0,79.0,72.0,76.0,74.0,72.0,55.0,76.0,69.0,73.0,68.0,15.0,15.0,7.0,14.0,9.0,€13.3M,BUNDESLIGA,No Speciality
1371,J. Palomino,28,Argentina,76,78,Atalanta,€7.5M,€25K,Left,1.0,3.0,2.0,Low/ Medium,CB,6.0,"Jul 7, 2017",Not on loan,2020,6'2,192lbs,60.0,26.0,77.0,66.0,32.0,56.0,55.0,36.0,60.0,64.0,63.0,49.0,46.0,74.0,44.0,48.0,33.0,69.0,83.0,29.0,78.0,78.0,28.0,30.0,44.0,64.0,74.0,78.0,78.0,9.0,16.0,9.0,8.0,11.0,€13.3M,SERIE A TIM,No Speciality
